sample,spot_price_sum,perp_price_sum,funding_cashflow_sum,cost_sum,net_additive_sum,net_compounded_return
train_2020_2023,1.9063085935537258,-1.9033727470970718,0.3459937830989991,-0.0571314411079117,0.2917981884477413,0.3376536723595096
forward_2024_onward,0.11648772991802239,-0.11731360753703907,0.09734298396391029,-0.009559277323983206,0.0869578290209103,0.09082465120997663
2022,-0.42920024715388616,0.4306554670335654,0.018103441399038463,-0.0058789377289377295,0.013679723549779907,0.01374991376378465
2025,-0.1670171252836334,0.16628944506056728,0.021279138907079033,-0.0031491064491064483,0.017402352234906437,0.017548087978382476
2026_ytd,-0.09980110106265377,0.09957734768394,0.005810347535714286,-0.002038095238095238,0.003548498918905274,0.0035463074897494895
