strategy_label,sample,cost_bps,funding_estimator,funding_lookback_events,basis_convergence_horizon_events,open_threshold,close_threshold,is_final_rule,sample_start,sample_end,n_periods,annual_return,annual_volatility,sharpe,total_return,max_drawdown,mean_turnover,mean_gross_exposure,active_events
"median funding 42 events, basis horizon 28, entry 0.00020",train_2020_2023,20,median,42,28,0.0002,0.0,False,2020-01-01T16:00:00,2023-12-31T16:00:00,4381,0.06083925720880042,0.021934140155814952,2.7737242844539476,0.2743648890153163,-0.03140283436223179,0.010120492649662728,0.6754165715590048,2959
"median funding 42 events, basis horizon 28, entry 0.00020",forward_2024_onward,20,median,42,28,0.0002,0.0,False,2024-01-01T00:00:00,2026-06-22T08:00:00,2711,0.03216688272628179,0.005683948818743588,5.659249186095265,0.08285122750247065,-0.005622606182671741,0.0034294033353306835,1.0,2711
"median funding 42 events, basis horizon 28, entry 0.00025",train_2020_2023,20,median,42,28,0.00025,0.0,False,2020-01-01T16:00:00,2023-12-31T16:00:00,4381,0.060370274037330175,0.022237185347173137,2.7148343234457344,0.2719426869596977,-0.030146837137321914,0.009535349909223721,0.6514494407669482,2854
"median funding 42 events, basis horizon 28, entry 0.00025",forward_2024_onward,20,median,42,28,0.00025,0.0,False,2024-01-01T00:00:00,2026-06-22T08:00:00,2711,0.03352574966216852,0.005811751512248061,5.768613746047846,0.08649829351308203,-0.005311580239383051,0.0028491773927465922,1.0,2711
"median funding 42 events, basis horizon 28, entry 0.00030",train_2020_2023,20,median,42,28,0.0003,0.0,False,2020-01-01T16:00:00,2023-12-31T16:00:00,4381,0.06090247520977028,0.022627788991436932,2.6914903277919775,0.2746097181474394,-0.030067156048751098,0.009269427761378296,0.6457429810545537,2829
"median funding 42 events, basis horizon 28, entry 0.00030",forward_2024_onward,20,median,42,28,0.0003,0.0,False,2024-01-01T00:00:00,2026-06-22T08:00:00,2711,0.03411331565154238,0.005794652551032399,5.887033838718184,0.08808018609200574,-0.005311580239382829,0.0027221680440478297,1.0,2711
"median funding 42 events, basis horizon 28, entry 0.00035",train_2020_2023,20,median,42,28,0.00035,0.0,False,2020-01-01T16:00:00,2023-12-31T16:00:00,4381,0.06065129762356917,0.023084302568382998,2.6273827179270794,0.2732762210728168,-0.02797887719054415,0.008567780510460801,0.6306779274138324,2763
"median funding 42 events, basis horizon 28, entry 0.00035",forward_2024_onward,20,median,42,28,0.00035,0.0,False,2024-01-01T00:00:00,2026-06-22T08:00:00,2711,0.031644872547562826,0.00501292187933649,6.312660222774377,0.08146230575102864,-0.00773815043733761,0.0031799813628631667,0.9184802655846551,2490
"median funding 42 events, basis horizon 28, entry 0.00040",train_2020_2023,20,median,42,28,0.0004,0.0,False,2020-01-01T16:00:00,2023-12-31T16:00:00,4381,0.06117111056159099,0.023020644224081573,2.657228440966076,0.2759343963248626,-0.029175508830845964,0.008244411553822512,0.6267975348094043,2746
"median funding 42 events, basis horizon 28, entry 0.00040",forward_2024_onward,20,median,42,28,0.0004,0.0,False,2024-01-01T00:00:00,2026-06-22T08:00:00,2711,0.03242189989316592,0.004981788235170421,6.50808472031666,0.0835451423280884,-0.007738150437336833,0.0033309436047735353,0.9184802655846551,2490
"median funding 42 events, basis horizon 28, entry 0.00050",train_2020_2023,20,median,42,28,0.0005,0.0,False,2020-01-01T16:00:00,2023-12-31T16:00:00,4381,0.061234443789640595,0.02334530006489501,2.6229880798028624,0.2762240534445306,-0.029851992546271466,0.007366062684147461,0.5217986761013467,2286
"median funding 42 events, basis horizon 28, entry 0.00050",forward_2024_onward,20,median,42,28,0.0005,0.0,False,2024-01-01T00:00:00,2026-06-22T08:00:00,2711,0.029617677832723878,0.005402824218307991,5.481888108141945,0.07604286422538298,-0.007738150437335611,0.0041908366235182916,0.915529324972335,2482
"median funding 42 events, basis horizon 42, entry 0.00010",train_2020_2023,20,median,42,42,0.0001,0.0,False,2020-01-01T16:00:00,2023-12-31T16:00:00,4381,0.06219240678859559,0.02120852387472541,2.9324250549427173,0.28136205934392344,-0.0323634190256149,0.01221806774520682,0.9897283725176901,4336
"median funding 42 events, basis horizon 42, entry 0.00010",forward_2024_onward,20,median,42,42,0.0001,0.0,False,2024-01-01T00:00:00,2026-06-22T08:00:00,2711,0.016990371007075077,0.005594268528007515,3.037103228422691,0.04292126058294654,-0.019902905886786004,0.009076536520883768,1.0,2711
"median funding 42 events, basis horizon 42, entry 0.00015",train_2020_2023,20,median,42,42,0.00015,0.0,False,2020-01-01T16:00:00,2023-12-31T16:00:00,4381,0.07211952695910777,0.022395293918357772,3.220298301152916,0.33313816428363374,-0.027974301554830494,0.010019283461755634,0.8929468157954805,3912
"median funding 42 events, basis horizon 42, entry 0.00015",forward_2024_onward,20,median,42,42,0.00015,0.0,False,2024-01-01T00:00:00,2026-06-22T08:00:00,2711,0.03220268018256766,0.005676077119145657,5.673404273163698,0.0829473189148977,-0.005622606182671963,0.0034294033353306835,1.0,2711
