split,train_sharpe,train_annual_return,train_max_drawdown,test_sharpe,test_annual_return,test_max_drawdown,test_active_events
train_2020_2021_test_2022,4.0634550983849635,0.1176179828779792,-0.026414368370741292,1.9988364452161373,0.013679723549779907,-0.003827358149769977,1095
train_2020_2022_test_2023,3.456565585523874,0.08298243997950742,-0.026414368370741292,9.489999546577305,0.042775085459009425,-0.001366924894103616,1095
train_2020_2023_test_2024,3.4864196823298257,0.07293289576587006,-0.026414368370741292,17.663797117095204,0.06582663093303548,-0.0008613431747431788,1098
train_2021_2024_test_2025,4.787609355057652,0.06693264714967406,-0.02641436837074107,4.894248994633874,0.017402352234906437,-0.0016345774477464214,1095
train_2022_2025_test_2026_ytd,7.161765538218366,0.03494210183123883,-0.003827358149769977,1.2536097059494056,0.007501170494597057,-0.002540904501656005,518
